Booking ID,Date of Booking,Time,Customer ID,Gender,Age,Origin Country,State,Location,Destination Country,Destination City,No. Of People,Check-in date,No of Days,Check-Out Date,Rooms,Hotel Name,Hotel Rating,Payment Mode,Bank Name,Booking Price[SGD],Discount,GST,Profit Margin
DDID62394,7/26/2019,2:04:14,ID11261,Male,52,Indonesia,Ngaglik,Yogyakarta,Nepal,Patan,6,7/29/2019,2,7/31/2019,3,West Isle Hotels,4.6,Wallet,DBS Paylah,246,4%,0.07,0.16
DDVN62395,7/26/2019,6:56:21,VN05579,Female,44,Vietnam,Thach Thanh,Thanh Hoa,Denmark,Randers,6,7/27/2019,3,7/30/2019,3,Parallel Shrine,4.6,Wallet,EZ-Link,343,22%,0.07,0.21
DDID62396,7/26/2019,22:52:47,ID11262,Male,47,Indonesia,Surakarta,Central Java,Ireland,Waterford,3,8/29/2019,1,8/30/2019,2,Hello Home,3.7,COD,Cash,97,6%,0.07,0.3
DDID62397,7/26/2019,1:48:55,ID11263,Male,33,Indonesia,Bima,West Nusa Tenggara,India,Chandigarh,1,10/15/2019,1,10/16/2019,1,The Sunshine Motel,4.2,Wallet,Bank of Singapore (BOS),181,6%,0.07,0.1
DDSG62398,7/26/2019,19:05:10,SG11303,Female,56,Singapore,North,Woodlands,Nepal,Biratnagar,5,7/28/2019,2,7/30/2019,3,Stepping Stone B&B,3.7,Debit Card,Cash,97,25%,0.07,0.3
DDPH62399,7/26/2019,7:07:11,PH05995,Male,30,Philippines,Laguna,Calamba,Israel,Beersheba,7,8/6/2019,1,8/7/2019,4,Grand Heirloom Resort & Spa,4.2,Debit Card,Bank of Singapore (BOS),457,11%,0.07,0.2
DDKH62400,7/26/2019,9:01:50,KH05586,Female,26,Cambodia,Phnom Trop,Pursat,Nepal,Patan,1,9/5/2019,3,9/8/2019,1,Utopia Inn,4.5,Credit Card,CITI Bank,384,5%,0.07,0.17
DDMY62401,7/26/2019,0:12:18,MY11292,Male,35,Malaysia,Sarawak,Miri,Mexico,Guadalajara,5,7/31/2019,1,8/1/2019,3,Signature San Francisco,4.2,Internet Banking,HSBC,281,19%,0.07,0.13
DDID62402,7/26/2019,23:48:13,ID11264,Female,34,Indonesia,Genteng,East Java,Nepal,Biratnagar,5,7/27/2019,2,7/29/2019,3,Pacifica Hotel,3.7,Internet Banking,Cash,97,20%,0.07,0.3
DDID62403,7/26/2019,11:06:46,ID11265,Male,35,Indonesia,Kemang,Jakarta,Denmark,Odense,2,8/11/2019,6,8/17/2019,1,Crown Pastures Hotel,4.3,COD,DBS Bank,169,12%,0.07,0.14
DDMY62404,7/26/2019,14:26:39,MY11293,Male,46,Malaysia,Melaka,Melaka,Japan,Osaka,7,9/18/2019,4,9/22/2019,4,Tropicana,3.8,Debit Card,United Overseas Bank (UOB),115,15%,0.07,0.25
DDSG62405,7/26/2019,7:18:36,SG11304,Male,55,Singapore,North-East,Seletar,China,Shanghai,2,8/13/2019,3,8/16/2019,1,Millennium Knickerbocker Hotel,3.8,Internet Banking,DBS Bank,120,2%,0.07,0.22
DDID62406,7/26/2019,23:56:24,ID11266,Male,35,Indonesia,Padang,West Sumatra,Ireland,Tallaght,5,7/27/2019,1,7/28/2019,3,Countryside Inn,4.3,Wallet,DBS Paylah,270,1%,0.07,0.25
DDMY62407,7/26/2019,14:49:02,MY11294,Female,27,Malaysia,Sabah,Kota Kinabalu,Egypt,Gizeh,6,11/3/2019,1,11/4/2019,3,A Touch of Heaven Hotel,3.8,Wallet,Bank of Singapore (BOS),115,12%,0.07,0.25
DDKH62408,7/26/2019,11:39:31,KH05587,Female,42,Cambodia,Kamchay Mear,Prey Veng,Iran,Fars,6,8/10/2019,2,8/12/2019,3,Waldorf Astoria,4.6,Wallet,Bank of Singapore (BOS),318,18%,0.07,0.16
DDID62409,7/26/2019,18:35:11,ID11267,Male,21,Indonesia,Bolano,Central Sulawesi,New Zealand,Hamilton,3,7/27/2019,6,8/2/2019,2,The Mc Star Isle,3.8,Wallet,DBS Paylah,120,0%,0.07,0.22
DDMY62410,7/26/2019,15:57:48,MY11295,Female,44,Malaysia,Selangor,Shah Alam,Nepal,Hetauda,5,7/27/2019,2,7/29/2019,3,Sunset Lodge,4.6,Wallet,HSBC,246,25%,0.07,0.16
DDSG62411,7/26/2019,11:16:31,SG11305,Male,45,Singapore,North,Woodlands,Canada,Ottawa,4,7/27/2019,1,7/28/2019,2,Roadside,3.3,Debit Card,United Overseas Bank (UOB),105,9%,0.07,0.28
DDKH62412,7/26/2019,19:21:22,KH05588,Male,30,Cambodia,Angkor Chum,Siem Reap,France,Rennes,7,9/9/2019,1,9/10/2019,4,Orchard Harvest B&B,4.5,Wallet,Bank of Singapore (BOS),384,17%,0.07,0.17
DDSG62413,7/26/2019,20:31:49,SG11306,Female,58,Singapore,Central,Marina South,Denmark,Greve,5,10/1/2019,7,10/8/2019,3,Knights Inn,4.6,Credit Card,Grab,246,23%,0.07,0.16
DDPH62414,7/26/2019,10:16:22,PH05996,Male,29,Philippines,Pangasinan,Dagupan,Ireland,Limerick,7,8/4/2019,7,8/11/2019,4,Azure Expanse Hotel & Spa,4.3,Debit Card,DBS Paylah,185,10%,0.07,0.24
DDKH62415,7/26/2019,0:15:11,KH05589,Female,51,Cambodia,Tras,Svay Rieng,Brazil,Manaus,6,8/9/2019,1,8/10/2019,3,The Fresco Hotel,4.4,Credit Card,United Overseas Bank (UOB),250,6%,0.07,0.24
DDSG62416,7/26/2019,23:34:57,SG11307,Female,34,Singapore,Central,Geylang,Brazil,Brasília,5,7/27/2019,4,7/31/2019,3,Grand Hyatt,4.4,Credit Card,EZ-Link,318,25%,0.07,0.22
DDSG62417,7/27/2019,18:15:02,SG11308,Female,52,Singapore,East,Pasir Ris,Italy,Naples,6,9/3/2019,1,9/4/2019,3,London House,3.8,Debit Card,Grab,115,25%,0.07,0.25
DDPH62418,7/27/2019,14:24:01,PH05997,Male,43,Philippines,Iloilo,Passi,Italy,Turin,3,7/28/2019,2,7/30/2019,2,Firefly,4.4,COD,DBS Paylah,278,4%,0.07,0.14
DDTH62419,7/27/2019,16:50:02,TH11384,Male,30,Thailand,Samut Sakhon,Om Noi,France,Marseille,3,11/2/2019,3,11/5/2019,2,The Worldly Traveler,4.5,COD,DBS Paylah,188,0%,0.07,0.15
DDTH62420,7/27/2019,0:41:30,TH11385,Male,24,Thailand,Surat Thani,Ko Samui,China,Shanghai,4,11/4/2019,2,11/6/2019,2,The Maxwell,4.4,COD,United Overseas Bank (UOB),124,6%,0.07,0.13
DDMY62421,7/27/2019,14:05:52,MY11296,Male,40,Malaysia,Johor,Johor Bahru,Iran,Fars,4,10/17/2019,7,10/24/2019,2,Grand Hyatt,4.6,Wallet,CITI Bank,318,13%,0.07,0.16
DDMY62422,7/27/2019,13:34:30,MY11297,Female,38,Malaysia,Selangor,Shah Alam,Kenya,Mombasa,6,8/9/2019,3,8/12/2019,3,The Corner Motel,4.2,Credit Card,United Overseas Bank (UOB),240,20%,0.07,0.11
DDVN62423,7/27/2019,13:56:10,VN05580,Female,48,Vietnam,An Lao,Hai Phong,Maldives,Hithdhoo,4,7/29/2019,9,8/7/2019,2,Sunny Canopy,4.6,Wallet,HSBC,340,4%,0.07,0.17
DDPH62424,7/27/2019,19:32:08,PH05998,Female,34,Philippines,Southern Leyte,Maasin,Iceland,Akranes,1,8/14/2019,5,8/19/2019,1,Everland Wish,4.3,Debit Card,DBS Paylah,182,13%,0.07,0.24
DDSG62425,7/27/2019,15:54:55,SG11309,Female,31,Singapore,Central,Marina South,India,Mumbai,7,7/28/2019,3,7/31/2019,4,Beacon Hill Guest House,4.5,Debit Card,CITI Bank,241,5%,0.07,0.22
DDTH62426,7/27/2019,6:03:45,TH11386,Female,53,Thailand,Sakon Nakhon,Sakon Nakhon,Nepal,Patan,4,10/29/2019,1,10/30/2019,2,Haven Royale Motels,4.3,Wallet,DBS Bank,270,25%,0.07,0.25
DDSG62427,7/27/2019,16:08:09,SG11310,Female,54,Singapore,Central,Straits View,Colombia,Monteria,2,8/9/2019,1,8/10/2019,1,The Venetian,4.4,COD,Bank of Singapore (BOS),250,4%,0.07,0.24
DDID62428,7/27/2019,7:55:07,ID11268,Female,20,Indonesia,Tigi,Papua,Brazil,Curitiba,3,10/18/2019,1,10/19/2019,2,The Bristol Hotel,4.2,Credit Card,United Overseas Bank (UOB),181,16%,0.07,0.1
DDKH62429,7/27/2019,7:30:17,KH05590,Male,51,Cambodia,Stueng Traeng,Kampong Cham,Denmark,Odense,4,9/18/2019,3,9/21/2019,2,Tranquil Acres,4.5,Wallet,Cash,280,3%,0.07,0.11
DDTH62430,7/27/2019,16:48:46,TH11387,Male,38,Thailand,Samut Sakhon,Om Noi,Israel,Jerusalem,2,8/28/2019,5,9/2/2019,1,Happy Times Hotel,4.6,Wallet,United Overseas Bank (UOB),360,16%,0.07,0.14
DDMY62431,7/27/2019,1:37:56,MY11298,Female,55,Malaysia,Selangor,Shah Alam,Mexico,Puebla City,3,10/23/2019,1,10/24/2019,2,Galaxy Motel,4.3,Credit Card,Grab,189,15%,0.07,0.2
DDID62432,7/27/2019,20:32:18,ID11269,Female,30,Indonesia,Denpasar,Bali,Denmark,Horsens,3,8/20/2019,3,8/23/2019,2,Jade Mountain Hotel,4.6,Credit Card,DBS Bank,360,22%,0.07,0.14
DDVN62433,7/27/2019,14:14:39,VN05581,Female,27,Vietnam,Ham Thuan Nam,Binh Thuan,Iceland,Akranes,1,8/29/2019,3,9/1/2019,1,The Mayfair,4.2,Wallet,Cash,339,12%,0.07,0.24
DDTH62434,7/27/2019,23:37:08,TH11388,Male,48,Thailand,Phitsanulok,Phitsanulok,Brazil,Manaus,1,8/24/2019,8,9/1/2019,1,Comfort B&B,4.6,Internet Banking,DBS Paylah,360,19%,0.07,0.14
DDID62435,7/27/2019,4:28:16,ID11270,Female,34,Indonesia,Pontianak,West Kalimantan,Canada,Montreal,6,10/31/2019,3,11/3/2019,3,Harbor Court Hotel,4.2,Internet Banking,United Overseas Bank (UOB),181,20%,0.07,0.1
DDTH62436,7/27/2019,1:18:49,TH11389,Male,21,Thailand,Surat Thani,Surat Thani,Italy,Turin,3,8/13/2019,8,8/21/2019,2,Harborview Hotel,4.3,Internet Banking,CITI Bank,182,10%,0.07,0.24
DDID62437,7/27/2019,3:47:33,ID11271,Male,48,Indonesia,Bogor,West Java,Nepal,Pokhara,1,8/17/2019,2,8/19/2019,1,The Society Hotel,4.6,Debit Card,United Overseas Bank (UOB),249,22%,0.07,0.14
DDMY62438,7/27/2019,0:16:26,MY11299,Female,35,Malaysia,Sarawak,Kuching,France,Marseille,5,9/26/2019,2,9/28/2019,3,Ett Hem,4.6,Credit Card,EZ-Link,222,19%,0.07,0.1
DDTH62439,7/27/2019,17:46:42,TH11390,Male,20,Thailand,Khon Kaen,Khon Kaen,Brazil,Belo Horizonte,6,8/5/2019,5,8/10/2019,3,Coastal bay hotel,4.3,COD,DBS Bank,182,20%,0.07,0.24
DDID62440,7/27/2019,14:27:33,ID11272,Male,58,Indonesia,Sidoarjo,East Java,New Zealand,Manukau,6,9/12/2019,2,9/14/2019,3,Hotel Lemonade,4.5,Internet Banking,EZ-Link,384,19%,0.07,0.17
DDMY62441,7/27/2019,3:43:14,MY11300,Male,50,Malaysia,Terengganu,Kuala Terengganu,India,Mumbai,7,8/9/2019,1,8/10/2019,4,Comfort Kingdom,4.1,Debit Card,Grab,160,15%,0.07,0.16
DDKH62442,7/27/2019,12:45:53,KH05591,Male,21,Cambodia,Phnom Trop,Pursat,France,Rennes,1,7/28/2019,9,8/6/2019,1,Slumber Falls,4.5,Credit Card,DBS Bank,163,21%,0.07,0.13
DDID62443,7/28/2019,21:23:51,ID11273,Female,22,Indonesia,Samofa,Papua,Iran,Qom,4,7/29/2019,1,7/30/2019,2,Tranquil Acres,4.5,Credit Card,HSBC,365,23%,0.07,0.2
DDTH62444,7/28/2019,17:01:56,TH11391,Male,42,Thailand,Trang,Trang,Nepal,Patan,5,7/31/2019,1,8/1/2019,3,Gaslamp Quarter Hotel,4.3,COD,Grab,185,16%,0.07,0.24
DDID62445,7/28/2019,0:44:40,ID11274,Male,37,Indonesia,Purwokerto,Central Java,China,Shanghai,6,7/29/2019,3,8/1/2019,3,The Awua,4.2,COD,EZ-Link,339,7%,0.07,0.24
DDMY62446,7/28/2019,22:45:39,MY11301,Female,21,Malaysia,Penang,George Town,Ireland,Waterford,7,9/14/2019,6,9/20/2019,4,The Local B&B,3.7,COD,CITI Bank,97,18%,0.07,0.3
DDMY62447,7/28/2019,1:51:14,MY11302,Female,19,Malaysia,Sarawak,Kuching,New Zealand,Wellington,5,10/25/2019,2,10/27/2019,3,Gaslamp Quarter Hotel,4.3,COD,DBS Paylah,185,17%,0.07,0.24
DDMY62448,7/28/2019,23:32:56,MY11303,Female,44,Malaysia,Sabah,Kota Kinabalu,Nepal,Patan,3,8/5/2019,3,8/8/2019,2,B&B On The Beach,3.7,Wallet,Bank of Singapore (BOS),97,8%,0.07,0.3
DDMY62449,7/28/2019,2:29:12,MY11304,Male,58,Malaysia,Selangor,Shah Alam,Japan,Kyoto,5,8/29/2019,1,8/30/2019,3,Scarlet Bliss Hotels,4.2,Debit Card,CITI Bank,125,1%,0.07,0.19
DDID62450,7/28/2019,23:57:51,ID11275,Female,47,Indonesia,Tombua,Central Sulawesi,Japan,Tokyo,6,8/17/2019,1,8/18/2019,3,The Enchanted Garden,4.7,Debit Card,Cash,336,20%,0.07,0.25
DDSG62451,7/28/2019,10:47:55,SG11311,Female,44,Singapore,Central,Marine Parade,Japan,Sapporo,6,9/21/2019,3,9/24/2019,3,The Watson Hotel,4.4,Internet Banking,DBS Paylah,124,2%,0.07,0.13
DDID62452,7/28/2019,2:09:16,ID11276,Female,32,Indonesia,Kenyam,Papua,Mexico,Leon,3,8/20/2019,9,8/29/2019,2,Alaska’s Island Resort,4.5,Internet Banking,DBS Paylah,356,10%,0.07,0.14
DDPH62453,7/28/2019,9:38:38,PH05999,Male,28,Philippines,Leyte,Tacloban,Ireland,Tallaght,5,10/17/2019,9,10/26/2019,3,Wonder Hill Inn,4.6,COD,Cash,340,22%,0.07,0.17
DDMY62454,7/28/2019,4:53:30,MY11305,Female,42,Malaysia,Perak,Ipoh,Denmark,Greve,6,7/29/2019,4,8/2/2019,3,Hello Home,4.6,Credit Card,EZ-Link,318,4%,0.07,0.16
DDSG62455,7/28/2019,6:02:47,SG11312,Female,50,Singapore,North-East,Sengkang,Iceland,Arborg,4,8/13/2019,9,8/22/2019,2,Royal Galaxy,4.5,Internet Banking,CITI Bank,163,17%,0.07,0.13
DDTH62456,7/28/2019,0:53:24,TH11392,Female,50,Thailand,Rayong,Rayong,Nepal,Biratnagar,4,8/12/2019,1,8/13/2019,2,Cosmopolitan Hotel,4.6,Debit Card,HSBC,318,15%,0.07,0.16
DDSG62457,7/28/2019,9:28:50,SG11313,Female,28,Singapore,Central,Southern Islands,Nepal,Patan,6,8/13/2019,1,8/14/2019,3,Thompson,4.6,Credit Card,HSBC,142,16%,0.07,0.1
DDKH62458,7/28/2019,9:30:09,KH05592,Female,42,Cambodia,Ou Smach,Oddar Meanchey,Brazil,Belo Horizonte,6,7/29/2019,1,7/30/2019,3,Croosroads,4.2,Credit Card,CITI Bank,281,17%,0.07,0.13
DDSG62459,7/28/2019,17:14:55,SG11314,Female,49,Singapore,Central,Bukit Timah,Ireland,Galway,2,10/30/2019,2,11/1/2019,1,The Neighborhood B&B,4.6,Wallet,Cash,249,18%,0.07,0.14
DDID62460,7/28/2019,4:00:53,ID11277,Female,33,Indonesia,Tembagapura,Papua,Japan,Tokyo,5,11/2/2019,2,11/4/2019,3,Darling Bed And Breakfast,4.3,Internet Banking,DBS Paylah,185,19%,0.07,0.24
DDKH62461,7/28/2019,21:08:29,KH05593,Female,37,Cambodia,Phnom Trop,Pursat,Maldives,Fuvahmulah,5,8/21/2019,2,8/23/2019,3,Embassy Suites,4.5,Internet Banking,DBS Bank,384,2%,0.07,0.17
DDID62462,7/28/2019,0:51:14,ID11278,Male,24,Indonesia,Soreang,West Java,Japan,Tokyo,1,10/22/2019,8,10/30/2019,1,Scarlet Bliss Hotels,4.3,COD,Cash,152,24%,0.07,0.2
DDSG62463,7/28/2019,13:05:41,SG11315,Female,35,Singapore,Central,Novena,Italy,Genoa,5,7/29/2019,3,8/1/2019,3,Grand Hotel,4.1,Credit Card,CITI Bank,160,1%,0.07,0.16
DDSG62464,7/28/2019,19:40:11,SG11316,Female,33,Singapore,West,Clementi,Germany,Cologne,6,8/5/2019,9,8/14/2019,3,Starlight Motel,4.4,Debit Card,DBS Bank,250,23%,0.07,0.24
DDSG62465,7/28/2019,3:49:30,SG11317,Female,52,Singapore,Central,Singapore River,Maldives,Viligili,7,9/19/2019,2,9/21/2019,4,Water Vibe Resorts,4.3,Internet Banking,HSBC,189,8%,0.07,0.2
DDSG62466,7/28/2019,16:05:52,SG11318,Female,43,Singapore,East,Bedok,Colombia,Pereira,3,8/11/2019,2,8/13/2019,2,Seagull Hotel,4.2,Internet Banking,EZ-Link,271,11%,0.07,0.19
DDSG62467,7/28/2019,4:44:46,SG11319,Female,22,Singapore,East,Paya Lebar,Ireland,Waterford,5,8/31/2019,1,9/1/2019,3,Motel On Main,4.5,Internet Banking,Cash,188,9%,0.07,0.15
DDMY62468,7/28/2019,18:27:49,MY11306,Female,53,Malaysia,Kedah,Alor Setar,Italy,Bari,5,7/31/2019,1,8/1/2019,3,The Redbury,4.4,Credit Card,DBS Bank,188,0%,0.07,0.1
DDSG62469,7/28/2019,22:47:07,SG11320,Female,24,Singapore,East,Changi,China,Macau,4,8/4/2019,1,8/5/2019,2,Holiday Inn Express,4.2,Credit Card,EZ-Link,281,19%,0.07,0.13
DDID62470,7/28/2019,20:36:59,ID11279,Female,32,Indonesia,Kemang,Jakarta,Colombia,Medellin,1,10/10/2019,1,10/11/2019,1,Clean Convenience,4.2,Credit Card,Cash,457,12%,0.07,0.2
DDSG62471,7/28/2019,13:08:38,SG11321,Female,56,Singapore,West,Bukit Panjang,Italy,Milan,3,7/31/2019,1,8/1/2019,2,A Pleasant Night,4.3,Wallet,EZ-Link,270,6%,0.07,0.25
DDMY62472,7/28/2019,12:16:47,MY11307,Male,34,Malaysia,Selangor,Petaling Jaya,Kenya,Eldoret,4,8/14/2019,4,8/18/2019,2,Island Resort,4.1,COD,Bank of Singapore (BOS),160,24%,0.07,0.16
DDSG62473,7/28/2019,11:19:22,SG11322,Female,19,Singapore,West,Jurong East,New Zealand,Auckland,2,11/1/2019,8,11/9/2019,1,Blossomwell Resort,4.3,Wallet,EZ-Link,152,9%,0.07,0.2
DDSG62474,7/29/2019,17:18:52,SG11323,Male,22,Singapore,North,Woodlands,Denmark,Odense,5,7/30/2019,6,8/5/2019,3,Guild Downtown,4.4,Internet Banking,DBS Paylah,188,13%,0.07,0.1
DDKH62475,7/29/2019,11:20:07,KH05594,Male,57,Cambodia,Ta Sal,Kampong Speu,Maldives,Hithdhoo,2,8/6/2019,3,8/9/2019,1,Cordial Hosts,4.6,Wallet,DBS Paylah,249,0%,0.07,0.14
DDMY62476,7/29/2019,5:24:09,MY11308,Male,55,Malaysia,Selangor,Petaling Jaya,Mexico,Puebla City,5,8/20/2019,1,8/21/2019,3,Waikiki Resort,4.3,Internet Banking,Cash,189,9%,0.07,0.2
DDSG62477,7/29/2019,1:31:40,SG11324,Male,29,Singapore,West,Choa Chu Kang,Colombia,Soacha,2,8/5/2019,1,8/6/2019,1,The Manhattan,4.2,Debit Card,Cash,457,7%,0.07,0.2
DDVN62478,7/29/2019,9:40:39,VN05582,Female,35,Vietnam,Lao Cai,Lao Cai,New Zealand,Auckland,7,8/15/2019,2,8/17/2019,4,Motel Magic,4.4,Debit Card,EZ-Link,278,23%,0.07,0.14
DDSG62479,7/29/2019,10:04:34,SG11325,Female,24,Singapore,Central,Straits View,Canada,North York,7,7/30/2019,1,7/31/2019,4,Spring Brook,4.6,Credit Card,CITI Bank,398,20%,0.07,0.18
DDID62480,7/29/2019,23:11:52,ID11280,Male,19,Indonesia,Pulau Punjung,West Sumatra,Kenya,Eldoret,6,8/11/2019,1,8/12/2019,3,Villa Florence,4.2,Credit Card,CITI Bank,271,20%,0.07,0.19
DDPH62481,7/29/2019,20:21:54,PH06000,Male,37,Philippines,Pampanga,Angeles,Colombia,Medellin,3,7/30/2019,2,8/1/2019,2,Rise And Shine Bed And Breakfast,4.6,Internet Banking,United Overseas Bank (UOB),340,3%,0.07,0.17
DDID62482,7/29/2019,16:05:43,ID11281,Male,45,Indonesia,Bolano,Central Sulawesi,New Zealand,Wellington,3,10/7/2019,1,10/8/2019,2,Sunset Plains,4.4,Credit Card,Cash,250,18%,0.07,0.24
DDVN62483,7/29/2019,13:08:38,VN05583,Female,56,Vietnam,My Tho,Binh Dinh,Italy,Milan,3,10/9/2019,1,10/10/2019,2,Fresh Wave Resort & Spa,4.3,Wallet,EZ-Link,270,6%,0.07,0.25
DDID62484,7/29/2019,7:28:24,ID11282,Male,53,Indonesia,Soreang,West Java,Egypt,Suez,2,8/4/2019,8,8/12/2019,1,Hotel Diva,4.2,Credit Card,Grab,192,11%,0.07,0.23
DDID62485,7/29/2019,18:21:12,ID11283,Female,22,Indonesia,Kebayoran,Jakarta,Brazil,Manaus,4,8/9/2019,8,8/17/2019,2,Chestnut Tree Inn,4.3,Wallet,Cash,185,1%,0.07,0.24
DDTH62486,7/29/2019,15:25:34,TH11393,Male,55,Thailand,Pathum Thani,Rangsit,Canada,Calgary,5,8/4/2019,1,8/5/2019,3,Ivory Safari,4.3,COD,CITI Bank,182,0%,0.07,0.24
DDSG62487,7/29/2019,3:13:37,SG11326,Female,39,Singapore,East,Changi,Denmark,Greve,6,8/14/2019,4,8/18/2019,3,Jupiter Guests,4.2,Wallet,DBS Paylah,173,5%,0.07,0.25
DDMY62488,7/29/2019,12:36:24,MY11309,Male,45,Malaysia,Penang,Seberang Perai,China,Fuyang,7,8/23/2019,7,8/30/2019,4,Hotel Fleix,4.5,Debit Card,United Overseas Bank (UOB),280,19%,0.07,0.11
DDMY62489,7/29/2019,0:23:00,MY11310,Female,55,Malaysia,Kedah,Alor Setar,Nepal,Patan,1,7/30/2019,4,8/3/2019,1,Hotel Barry Love,4.6,COD,United Overseas Bank (UOB),246,9%,0.07,0.16
DDID62490,7/29/2019,10:26:37,ID11284,Female,30,Indonesia,Cijantung,Jakarta,Israel,Beersheba,4,7/30/2019,8,8/7/2019,2,The Gregory Hotel,4.3,Debit Card,United Overseas Bank (UOB),185,16%,0.07,0.24
DDID62491,7/29/2019,11:37:16,ID11285,Male,43,Indonesia,Indramayu,West Java,Denmark,Odense,6,8/8/2019,4,8/12/2019,3,The Mississippi Hotel,4.2,COD,Grab,281,19%,0.07,0.13
DDSG62492,7/29/2019,17:03:37,SG11327,Male,34,Singapore,North-East,Seletar,Mexico,Leon,5,8/1/2019,5,8/6/2019,3,Row Hotel,4.2,Debit Card,HSBC,173,11%,0.07,0.25
DDID62493,7/29/2019,20:52:41,ID11286,Male,25,Indonesia,Mulia,Papua,Italy,Naples,1,7/30/2019,1,7/31/2019,1,Primland,3.8,Internet Banking,HSBC,116,9%,0.07,0.22
DDTH62494,7/29/2019,9:51:52,TH11394,Female,27,Thailand,Songkhla,Songkhla,Mexico,Tijuana,7,8/1/2019,2,8/3/2019,4,The Talbott Hotel,4.1,Credit Card,HSBC,158,4%,0.07,0.22
DDMY62495,7/29/2019,8:17:16,MY11311,Male,21,Malaysia,Penang,Seberang Perai,Kenya,Nairobi,5,7/30/2019,1,7/31/2019,3,The River Hotel,4.3,COD,Bank of Singapore (BOS),189,12%,0.07,0.2
DDTH62496,7/29/2019,3:10:56,TH11395,Female,48,Thailand,Yala,Yala,Israel,Beersheba,3,8/2/2019,6,8/8/2019,2,The Quest Suites,3.8,Internet Banking,CITI Bank,116,14%,0.07,0.22
DDPH62497,7/29/2019,7:17:40,PH06001,Male,26,Philippines,Cagayan,Tuguegarao,New Zealand,Dunedin,6,7/30/2019,8,8/7/2019,3,Tiny Digs Hotel,4.2,COD,Bank of Singapore (BOS),181,14%,0.07,0.1
DDVN62498,7/29/2019,21:15:12,VN05584,Female,50,Vietnam,Thai Nguyen,Thai Nguyen,Nepal,Patan,2,7/30/2019,6,8/5/2019,1,Inn Of Dreams,3.8,Wallet,EZ-Link,120,12%,0.07,0.22
DDTH62499,7/29/2019,17:47:13,TH11396,Female,49,Thailand,Trang,Trang,Iran,Qom,5,8/9/2019,1,8/10/2019,3,The Paradise Inn,3.8,Debit Card,DBS Paylah,120,18%,0.07,0.22
DDVN62500,7/29/2019,11:25:59,VN05585,Female,24,Vietnam,Lao Cai,Lao Cai,Egypt,Cairo,4,7/30/2019,2,8/1/2019,2,Sapphires Hotel,4.4,Credit Card,DBS Paylah,124,10%,0.07,0.13
DDMY62501,7/29/2019,2:32:44,MY11312,Female,56,Malaysia,Kedah,Alor Setar,France,Marseille,4,8/2/2019,2,8/4/2019,2,Isle Royale,4.3,COD,Cash,225,23%,0.07,0.23
DDSG62502,7/29/2019,2:34:50,SG11328,Male,25,Singapore,West,Western Water Catchment,Denmark,Horsens,2,8/15/2019,3,8/18/2019,1,Woodlark,4.2,Debit Card,Grab,271,0%,0.07,0.19
DDVN62503,7/29/2019,8:08:35,VN05586,Male,26,Vietnam,Dien Ban,Quang Nam,Colombia,Monteria,2,8/14/2019,7,8/21/2019,1,Spotlight Motel,4.1,Debit Card,Bank of Singapore (BOS),158,7%,0.07,0.22
DDMY62504,7/30/2019,4:10:16,MY11313,Male,23,Malaysia,Melaka,Melaka,Colombia,Soacha,2,8/27/2019,3,8/30/2019,1,Denali Perch Resort,3.7,Credit Card,Grab,97,14%,0.07,0.3
DDSG62505,7/30/2019,16:54:21,SG11329,Female,36,Singapore,Central,Museum,Germany,Berlin,1,8/24/2019,1,8/25/2019,1,The Goldberg Hotel,4.2,Wallet,DBS Bank,457,2%,0.07,0.2
DDMY62506,7/30/2019,0:48:28,MY11314,Female,50,Malaysia,Johor,Johor Bahru,Germany,Essen,2,10/4/2019,3,10/7/2019,1,Omni Hotels,4.6,COD,HSBC,360,23%,0.07,0.14
DDMY62507,7/30/2019,8:18:28,MY11315,Male,23,Malaysia,Penang,George Town,Denmark,Horsens,4,7/31/2019,2,8/2/2019,2,Dreamland Guest Home,4.6,Credit Card,EZ-Link,246,23%,0.07,0.16
DDSG62508,7/30/2019,3:40:43,SG11330,Male,52,Singapore,Central,River Valley,Ireland,Limerick,7,11/6/2019,7,11/13/2019,4,Planters Inn,4.4,Internet Banking,CITI Bank,278,7%,0.07,0.14
DDID62509,7/30/2019,9:29:34,ID11287,Male,43,Indonesia,Gelora,Jakarta,Canada,North York,3,8/8/2019,1,8/9/2019,2,The Gregory Hotel,4.5,COD,DBS Paylah,241,20%,0.07,0.22
DDSG62510,7/30/2019,3:51:26,SG11331,Male,54,Singapore,Central,Kallang,Denmark,Kolding,6,8/9/2019,3,8/12/2019,3,Aloft,4.2,COD,Bank of Singapore (BOS),181,18%,0.07,0.1
DDSG62511,7/30/2019,15:34:34,SG11332,Female,22,Singapore,Central,Museum,Ireland,Limerick,1,9/5/2019,4,9/9/2019,1,The Palazzo,4.6,Wallet,Bank of Singapore (BOS),340,4%,0.07,0.17
DDID62512,7/30/2019,20:03:14,ID11288,Male,40,Indonesia,Gelora,Jakarta,Iceland,Kopavogur,5,7/31/2019,1,8/1/2019,3,The Kahala Hotel,4.3,Credit Card,DBS Bank,169,6%,0.07,0.14
